Record_Date,Company_Name,Job_Role,Experience_Level,City,Salary_INR,Demand_Index,Remote_Option_Flag,Salary_Trend_Pct,Skills_Required
2017-07-01,Maruti Suzuki,Finance Analyst,5-8 years,Hyderabad,382997,12,1,-3.54,"Communication, Problem Solving, Team Work"
2017-07-01,State Bank of India,Business Analyst,0-1 years,Mumbai,1271043,54,1,2.05,"Excel, SQL, Power BI, Business Intelligence"
2017-07-01,IBM India,Cloud Architect,5-8 years,Chennai,2255451,99,1,-4.41,"Communication, Problem Solving, Team Work"
2017-07-02,Flipkart,Product Manager,12+ years,Pune,2153625,87,0,7.71,"Communication, Problem Solving, Team Work"
2017-07-02,HCL Technologies,Backend Developer,0-1 years,Hyderabad,472724,70,1,3.14,"Python, Java, SQL, APIs"
2017-07-02,HCL Technologies,Data Scientist,0-1 years,Mumbai,1116866,63,0,-2.0,"Python, Machine Learning, Pandas, NumPy"
2017-07-02,Infosys,HR Manager,8-12 years,Bangalore,1463383,75,0,8.15,"Communication, Problem Solving, Team Work"
2017-07-02,Accenture India,Digital Marketing Specialist,0-1 years,Kolkata,660714,13,1,4.29,"Communication, Problem Solving, Team Work"
2017-07-02,Tech Mahindra,Operations Manager,5-8 years,Kolkata,1513512,89,0,5.02,"Communication, Problem Solving, Team Work"
2017-07-02,Paytm,Data Analyst,0-1 years,Noida,957022,95,1,4.02,"SQL, Excel, Power BI, Python"
2017-07-02,Tata Motors,Cybersecurity Analyst,12+ years,Delhi,2059266,74,0,0.19,"Communication, Problem Solving, Team Work"
2017-07-02,Tata Consultancy Services,Business Analyst,12+ years,Ahmedabad,1439415,65,0,1.09,"Excel, SQL, Power BI, Business Intelligence"
2017-07-03,HDFC Bank,Software Engineer,12+ years,Pune,980684,68,1,-1.65,"Java, Python, Data Structures, OOPs"
2017-07-03,IBM India,Business Analyst,1-3 years,Ahmedabad,1068989,63,1,-3.22,"Excel, SQL, Power BI, Business Intelligence"
2017-07-03,Aditya Birla Group,Software Engineer,12+ years,Noida,988743,75,1,9.4,"Java, Python, Data Structures, OOPs"
2017-07-03,Tech Mahindra,Data Scientist,0-1 years,Gurugram,2236344,77,1,-4.15,"Python, Machine Learning, Pandas, NumPy"
2017-07-03,Maruti Suzuki,Data Scientist,12+ years,Delhi,1391632,11,0,-4.3,"Python, Machine Learning, Pandas, NumPy"
2017-07-03,Deloitte India,Backend Developer,12+ years,Chennai,1730772,77,0,1.85,"Python, Java, SQL, APIs"
2017-07-03,Swiggy,DevOps Engineer,8-12 years,Gurugram,1835141,66,0,-1.53,"Linux, Docker, Kubernetes, AWS"
2017-07-03,Amazon India,Business Analyst,8-12 years,Delhi,431798,58,1,9.19,"Excel, SQL, Power BI, Business Intelligence"
2017-07-03,ICICI Bank,HR Manager,5-8 years,Gurugram,534646,52,0,11.58,"Communication, Problem Solving, Team Work"
2017-07-03,HCL Technologies,Product Manager,8-12 years,Ahmedabad,2424538,34,1,6.42,"Communication, Problem Solving, Team Work"
2017-07-04,Paytm,Data Scientist,8-12 years,Delhi,974906,40,0,-4.13,"Python, Machine Learning, Pandas, NumPy"
2017-07-04,Adani Enterprises,Digital Marketing Specialist,0-1 years,Gurugram,812950,38,1,-3.51,"Communication, Problem Solving, Team Work"
2017-07-04,Paytm,Business Analyst,8-12 years,Pune,447453,39,0,10.1,"Excel, SQL, Power BI, Business Intelligence"
2017-07-04,PhonePe,Business Analyst,12+ years,Hyderabad,926794,51,0,11.98,"Excel, SQL, Power BI, Business Intelligence"
2017-07-04,Tech Mahindra,Frontend Developer,5-8 years,Mumbai,1225535,17,1,6.29,"HTML, CSS, JavaScript, UI/UX"
2017-07-04,Adani Enterprises,Business Analyst,12+ years,Ahmedabad,515931,78,0,2.13,"Excel, SQL, Power BI, Business Intelligence"
2017-07-04,Axis Bank,UI/UX Designer,8-12 years,Kolkata,433836,22,1,-1.62,"Communication, Problem Solving, Team Work"
2017-07-05,Jio Platforms,Cloud Architect,1-3 years,Mumbai,1338858,53,1,-1.53,"Communication, Problem Solving, Team Work"
2017-07-05,Tech Mahindra,Machine Learning Engineer,3-5 years,Pune,2516720,48,1,3.75,"Communication, Problem Solving, Team Work"
2017-07-05,Aditya Birla Group,Data Analyst,0-1 years,Chennai,949088,90,1,-1.36,"SQL, Excel, Power BI, Python"
2017-07-05,Adani Enterprises,Business Analyst,12+ years,Hyderabad,974673,65,1,-2.89,"Excel, SQL, Power BI, Business Intelligence"
2017-07-05,Maruti Suzuki,Cybersecurity Analyst,12+ years,Pune,1720981,76,1,0.07,"Communication, Problem Solving, Team Work"
2017-07-05,Paytm,Digital Marketing Specialist,1-3 years,Chennai,1022198,42,0,7.82,"Communication, Problem Solving, Team Work"
2017-07-05,BYJU'S,Software Engineer,5-8 years,Chennai,1040740,27,0,-1.73,"Java, Python, Data Structures, OOPs"
2017-07-06,HDFC Bank,Cloud Architect,1-3 years,Ahmedabad,4444693,95,1,10.82,"Communication, Problem Solving, Team Work"
2017-07-06,Bharat Petroleum,Frontend Developer,8-12 years,Pune,1389382,80,1,-3.0,"HTML, CSS, JavaScript, UI/UX"
2017-07-06,Flipkart,UI/UX Designer,0-1 years,Chennai,360267,79,0,-4.8,"Communication, Problem Solving, Team Work"
2017-07-06,Kotak Mahindra Bank,Data Analyst,3-5 years,Noida,510840,80,1,10.14,"SQL, Excel, Power BI, Python"
2017-07-06,Larsen & Toubro,Machine Learning Engineer,8-12 years,Bangalore,625807,59,1,-0.03,"Communication, Problem Solving, Team Work"
2017-07-06,Capgemini India,Data Analyst,3-5 years,Mumbai,486384,87,1,4.06,"SQL, Excel, Power BI, Python"
2017-07-06,ICICI Bank,UI/UX Designer,8-12 years,Ahmedabad,880701,53,0,-0.49,"Communication, Problem Solving, Team Work"
2017-07-07,Bharat Petroleum,Data Scientist,8-12 years,Pune,784833,79,0,3.41,"Python, Machine Learning, Pandas, NumPy"
2017-07-07,Mahindra & Mahindra,Product Manager,1-3 years,Chennai,3342225,41,1,7.01,"Communication, Problem Solving, Team Work"
2017-07-07,Hindustan Unilever,UI/UX Designer,5-8 years,Gurugram,891025,23,0,-2.3,"Communication, Problem Solving, Team Work"
2017-07-08,Tata Motors,Finance Analyst,3-5 years,Kolkata,1004918,19,1,3.78,"Communication, Problem Solving, Team Work"
2017-07-08,Tech Mahindra,Data Analyst,3-5 years,Pune,601757,42,1,9.65,"SQL, Excel, Power BI, Python"
2017-07-08,Aditya Birla Group,Data Analyst,8-12 years,Mumbai,379932,60,0,-0.85,"SQL, Excel, Power BI, Python"
2017-07-08,HDFC Bank,Product Manager,3-5 years,Noida,1972528,97,0,0.8,"Communication, Problem Solving, Team Work"
2017-07-08,State Bank of India,Digital Marketing Specialist,1-3 years,Chennai,602689,94,0,6.24,"Communication, Problem Solving, Team Work"
2017-07-08,Infosys,Data Analyst,8-12 years,Bangalore,1042557,48,0,5.06,"SQL, Excel, Power BI, Python"
2017-07-08,Axis Bank,Data Analyst,3-5 years,Kolkata,1088537,72,1,-0.75,"SQL, Excel, Power BI, Python"
2017-07-08,BYJU'S,Machine Learning Engineer,12+ years,Pune,605231,80,0,0.8,"Communication, Problem Solving, Team Work"
2017-07-08,Jio Platforms,Finance Analyst,8-12 years,Mumbai,746209,75,1,8.07,"Communication, Problem Solving, Team Work"
2017-07-08,BYJU'S,Operations Manager,8-12 years,Bangalore,1554372,35,0,-3.03,"Communication, Problem Solving, Team Work"
2017-07-09,Indian Oil Corporation,DevOps Engineer,12+ years,Hyderabad,1304891,40,1,9.48,"Linux, Docker, Kubernetes, AWS"
2017-07-09,Tata Motors,DevOps Engineer,12+ years,Kolkata,1022920,45,0,1.77,"Linux, Docker, Kubernetes, AWS"
2017-07-09,Flipkart,Operations Manager,3-5 years,Bangalore,511690,10,0,9.07,"Communication, Problem Solving, Team Work"
2017-07-09,Kotak Mahindra Bank,Business Analyst,0-1 years,Gurugram,847597,65,1,7.59,"Excel, SQL, Power BI, Business Intelligence"
2017-07-09,HDFC Bank,Software Engineer,8-12 years,Bangalore,1139590,95,1,0.76,"Java, Python, Data Structures, OOPs"
2017-07-09,State Bank of India,Software Engineer,12+ years,Gurugram,862727,90,0,11.6,"Java, Python, Data Structures, OOPs"
2017-07-09,Tata Consultancy Services,UI/UX Designer,1-3 years,Delhi,986662,55,0,1.73,"Communication, Problem Solving, Team Work"
2017-07-09,Maruti Suzuki,Software Engineer,1-3 years,Mumbai,740686,28,0,3.24,"Java, Python, Data Structures, OOPs"
2017-07-09,ICICI Bank,UI/UX Designer,0-1 years,Bangalore,535183,78,0,-1.96,"Communication, Problem Solving, Team Work"
2017-07-09,Tech Mahindra,Data Analyst,3-5 years,Kolkata,1033344,34,1,-4.41,"SQL, Excel, Power BI, Python"
2017-07-10,Wipro,Cloud Architect,8-12 years,Chennai,4443043,42,0,-4.08,"Communication, Problem Solving, Team Work"
2017-07-10,Deloitte India,Product Manager,5-8 years,Pune,1612337,17,1,0.47,"Communication, Problem Solving, Team Work"
2017-07-10,Jio Platforms,Data Analyst,3-5 years,Bangalore,842682,65,1,5.48,"SQL, Excel, Power BI, Python"
2017-07-10,Reliance Industries,Operations Manager,5-8 years,Bangalore,1573336,46,1,10.52,"Communication, Problem Solving, Team Work"
2017-07-10,Wipro,Operations Manager,5-8 years,Kolkata,622675,33,1,8.83,"Communication, Problem Solving, Team Work"
2017-07-10,HDFC Bank,Data Analyst,0-1 years,Delhi,1137194,87,0,6.26,"SQL, Excel, Power BI, Python"
2017-07-10,Mahindra & Mahindra,Product Manager,5-8 years,Bangalore,3902391,85,1,9.87,"Communication, Problem Solving, Team Work"
2017-07-10,Swiggy,Finance Analyst,1-3 years,Ahmedabad,427251,65,1,-4.34,"Communication, Problem Solving, Team Work"
2017-07-10,Tech Mahindra,Data Analyst,3-5 years,Mumbai,850338,23,0,10.52,"SQL, Excel, Power BI, Python"
2017-07-11,State Bank of India,Machine Learning Engineer,0-1 years,Noida,2527218,81,0,1.78,"Communication, Problem Solving, Team Work"
2017-07-11,Kotak Mahindra Bank,Machine Learning Engineer,0-1 years,Hyderabad,1838181,83,1,2.02,"Communication, Problem Solving, Team Work"
2017-07-11,Capgemini India,Operations Manager,5-8 years,Noida,1031038,15,1,5.96,"Communication, Problem Solving, Team Work"
2017-07-11,ICICI Bank,UI/UX Designer,3-5 years,Pune,993428,30,0,9.89,"Communication, Problem Solving, Team Work"
2017-07-11,Wipro,Frontend Developer,1-3 years,Noida,1197793,65,0,-2.14,"HTML, CSS, JavaScript, UI/UX"
2017-07-11,Tata Motors,Business Analyst,0-1 years,Noida,614574,48,0,-0.28,"Excel, SQL, Power BI, Business Intelligence"
2017-07-11,HCL Technologies,Backend Developer,1-3 years,Hyderabad,506863,70,1,11.12,"Python, Java, SQL, APIs"
2017-07-11,ICICI Bank,Business Analyst,5-8 years,Bangalore,762676,17,1,7.42,"Excel, SQL, Power BI, Business Intelligence"
2017-07-11,ICICI Bank,Frontend Developer,1-3 years,Ahmedabad,1014549,23,1,5.64,"HTML, CSS, JavaScript, UI/UX"
2017-07-11,Infosys,Product Manager,5-8 years,Chennai,3217399,32,1,11.6,"Communication, Problem Solving, Team Work"
2017-07-12,Jio Platforms,Product Manager,8-12 years,Hyderabad,3350278,44,0,-2.24,"Communication, Problem Solving, Team Work"
2017-07-12,IBM India,Frontend Developer,8-12 years,Hyderabad,1177398,13,1,8.35,"HTML, CSS, JavaScript, UI/UX"
2017-07-12,State Bank of India,Finance Analyst,3-5 years,Bangalore,623734,55,0,1.1,"Communication, Problem Solving, Team Work"
2017-07-12,Maruti Suzuki,Digital Marketing Specialist,8-12 years,Mumbai,400445,66,0,4.1,"Communication, Problem Solving, Team Work"
2017-07-12,Amazon India,Frontend Developer,0-1 years,Bangalore,1447877,78,0,8.54,"HTML, CSS, JavaScript, UI/UX"
2017-07-12,Infosys,Software Engineer,8-12 years,Chennai,1470448,14,1,5.45,"Java, Python, Data Structures, OOPs"
2017-07-12,Mahindra & Mahindra,Cybersecurity Analyst,0-1 years,Delhi,1479139,89,0,-2.29,"Communication, Problem Solving, Team Work"
2017-07-12,State Bank of India,Backend Developer,12+ years,Delhi,1295277,33,0,11.73,"Python, Java, SQL, APIs"
2017-07-12,Tata Consultancy Services,Software Engineer,8-12 years,Mumbai,359926,86,1,0.45,"Java, Python, Data Structures, OOPs"
2017-07-12,Larsen & Toubro,Digital Marketing Specialist,8-12 years,Kolkata,949476,30,0,-3.86,"Communication, Problem Solving, Team Work"
2017-07-13,Jio Platforms,Machine Learning Engineer,3-5 years,Hyderabad,2471998,57,0,1.6,"Communication, Problem Solving, Team Work"
2017-07-13,Accenture India,Machine Learning Engineer,3-5 years,Chennai,1100259,63,0,-3.28,"Communication, Problem Solving, Team Work"
2017-07-13,Bharat Petroleum,Machine Learning Engineer,5-8 years,Kolkata,1067178,35,1,4.5,"Communication, Problem Solving, Team Work"
2017-07-13,Hindustan Unilever,Cybersecurity Analyst,8-12 years,Noida,1636175,82,1,4.81,"Communication, Problem Solving, Team Work"
2017-07-13,Flipkart,Product Manager,3-5 years,Delhi,3774946,37,0,8.46,"Communication, Problem Solving, Team Work"
2017-07-13,Hindustan Unilever,Product Manager,0-1 years,Hyderabad,1253681,51,0,-2.65,"Communication, Problem Solving, Team Work"
2017-07-13,PhonePe,Business Analyst,0-1 years,Gurugram,1170977,74,1,8.68,"Excel, SQL, Power BI, Business Intelligence"
2017-07-13,Amazon India,Cloud Architect,5-8 years,Pune,2475002,13,0,-4.1,"Communication, Problem Solving, Team Work"
2017-07-14,Capgemini India,Product Manager,3-5 years,Kolkata,3189018,31,1,-1.11,"Communication, Problem Solving, Team Work"
2017-07-14,Paytm,Frontend Developer,3-5 years,Delhi,1050964,30,0,-1.46,"HTML, CSS, JavaScript, UI/UX"
2017-07-14,Axis Bank,DevOps Engineer,12+ years,Hyderabad,511655,40,1,6.54,"Linux, Docker, Kubernetes, AWS"
2017-07-14,PhonePe,Business Analyst,0-1 years,Hyderabad,612014,27,0,-3.97,"Excel, SQL, Power BI, Business Intelligence"
2017-07-14,Flipkart,DevOps Engineer,5-8 years,Kolkata,1960967,79,0,9.94,"Linux, Docker, Kubernetes, AWS"
2017-07-14,Zomato,Cybersecurity Analyst,12+ years,Pune,501452,58,1,6.69,"Communication, Problem Solving, Team Work"
2017-07-14,Zomato,Finance Analyst,12+ years,Kolkata,809413,29,1,-2.39,"Communication, Problem Solving, Team Work"
2017-07-15,Flipkart,Business Analyst,12+ years,Gurugram,1417498,35,0,-3.03,"Excel, SQL, Power BI, Business Intelligence"
2017-07-15,Zomato,DevOps Engineer,0-1 years,Hyderabad,1889581,56,0,-0.27,"Linux, Docker, Kubernetes, AWS"
2017-07-15,Maruti Suzuki,Data Analyst,12+ years,Hyderabad,566344,75,1,9.91,"SQL, Excel, Power BI, Python"
2017-07-15,Infosys,Frontend Developer,12+ years,Delhi,355083,39,1,5.81,"HTML, CSS, JavaScript, UI/UX"
2017-07-15,Adani Enterprises,UI/UX Designer,0-1 years,Mumbai,998109,48,0,11.65,"Communication, Problem Solving, Team Work"
2017-07-15,Indian Oil Corporation,Backend Developer,12+ years,Chennai,1794046,39,0,3.28,"Python, Java, SQL, APIs"
2017-07-15,ICICI Bank,Product Manager,1-3 years,Bangalore,1494353,58,0,1.64,"Communication, Problem Solving, Team Work"
2017-07-15,Flipkart,Finance Analyst,0-1 years,Delhi,559324,42,1,-4.79,"Communication, Problem Solving, Team Work"
2017-07-15,Swiggy,Digital Marketing Specialist,1-3 years,Hyderabad,541586,90,1,4.86,"Communication, Problem Solving, Team Work"
2017-07-15,Tata Motors,Cloud Architect,0-1 years,Noida,4063513,40,1,8.79,"Communication, Problem Solving, Team Work"
2017-07-15,Maruti Suzuki,Digital Marketing Specialist,1-3 years,Gurugram,552563,34,0,3.97,"Communication, Problem Solving, Team Work"
2017-07-15,Tata Motors,Backend Developer,12+ years,Noida,460278,29,1,-4.15,"Python, Java, SQL, APIs"
2017-07-16,Flipkart,Machine Learning Engineer,3-5 years,Bangalore,1465925,18,0,10.3,"Communication, Problem Solving, Team Work"
2017-07-16,Deloitte India,HR Manager,3-5 years,Mumbai,1454746,33,1,-0.66,"Communication, Problem Solving, Team Work"
2017-07-16,Paytm,Software Engineer,0-1 years,Delhi,431129,72,1,0.05,"Java, Python, Data Structures, OOPs"
2017-07-16,State Bank of India,Machine Learning Engineer,5-8 years,Ahmedabad,1500145,76,0,-3.55,"Communication, Problem Solving, Team Work"
2017-07-16,HDFC Bank,Business Analyst,3-5 years,Gurugram,1385151,13,0,1.34,"Excel, SQL, Power BI, Business Intelligence"
2017-07-17,Reliance Industries,Product Manager,0-1 years,Noida,1347332,37,1,2.95,"Communication, Problem Solving, Team Work"
2017-07-17,Kotak Mahindra Bank,DevOps Engineer,1-3 years,Gurugram,932922,97,1,8.38,"Linux, Docker, Kubernetes, AWS"
2017-07-17,Reliance Industries,Finance Analyst,0-1 years,Delhi,653201,42,0,7.0,"Communication, Problem Solving, Team Work"
2017-07-17,Wipro,Software Engineer,0-1 years,Bangalore,1279743,86,0,-4.3,"Java, Python, Data Structures, OOPs"
2017-07-17,BYJU'S,Digital Marketing Specialist,5-8 years,Hyderabad,1119003,92,0,-3.1,"Communication, Problem Solving, Team Work"
2017-07-17,Indian Oil Corporation,Cybersecurity Analyst,0-1 years,Hyderabad,2441045,95,0,9.2,"Communication, Problem Solving, Team Work"
2017-07-17,State Bank of India,Machine Learning Engineer,5-8 years,Ahmedabad,1832973,26,1,-2.86,"Communication, Problem Solving, Team Work"
2017-07-17,Deloitte India,Software Engineer,5-8 years,Kolkata,575739,67,1,-0.24,"Java, Python, Data Structures, OOPs"
2017-07-17,Infosys,Frontend Developer,0-1 years,Kolkata,1391731,36,1,7.58,"HTML, CSS, JavaScript, UI/UX"
2017-07-17,Mahindra & Mahindra,Data Scientist,5-8 years,Delhi,2361606,36,1,0.98,"Python, Machine Learning, Pandas, NumPy"
2017-07-17,Adani Enterprises,Product Manager,1-3 years,Bangalore,3342083,85,1,11.82,"Communication, Problem Solving, Team Work"
2017-07-17,Indian Oil Corporation,Data Analyst,3-5 years,Noida,861113,55,0,5.13,"SQL, Excel, Power BI, Python"
2017-07-17,Tech Mahindra,Cloud Architect,0-1 years,Chennai,3294299,77,0,5.88,"Communication, Problem Solving, Team Work"
2017-07-18,PhonePe,Cloud Architect,5-8 years,Gurugram,1599578,98,1,-4.35,"Communication, Problem Solving, Team Work"
2017-07-18,Amazon India,HR Manager,3-5 years,Noida,1280940,51,1,-4.28,"Communication, Problem Solving, Team Work"
2017-07-18,Hindustan Unilever,Cloud Architect,8-12 years,Ahmedabad,2312381,93,1,-2.25,"Communication, Problem Solving, Team Work"
2017-07-18,Kotak Mahindra Bank,UI/UX Designer,8-12 years,Ahmedabad,577391,49,1,7.91,"Communication, Problem Solving, Team Work"
2017-07-18,Zomato,Operations Manager,1-3 years,Noida,1029210,66,1,-3.94,"Communication, Problem Solving, Team Work"
2017-07-18,Aditya Birla Group,Finance Analyst,12+ years,Gurugram,1008986,77,0,5.96,"Communication, Problem Solving, Team Work"
2017-07-18,Aditya Birla Group,DevOps Engineer,1-3 years,Hyderabad,1063251,83,0,-2.9,"Linux, Docker, Kubernetes, AWS"
2017-07-18,Deloitte India,Frontend Developer,8-12 years,Bangalore,764650,72,1,9.31,"HTML, CSS, JavaScript, UI/UX"
2017-07-18,State Bank of India,UI/UX Designer,5-8 years,Chennai,1037686,78,1,2.81,"Communication, Problem Solving, Team Work"
2017-07-19,HCL Technologies,DevOps Engineer,5-8 years,Gurugram,1730692,27,0,-1.43,"Linux, Docker, Kubernetes, AWS"
2017-07-19,Amazon India,Frontend Developer,1-3 years,Bangalore,813277,11,1,-1.54,"HTML, CSS, JavaScript, UI/UX"
2017-07-19,Tata Consultancy Services,Finance Analyst,3-5 years,Ahmedabad,478576,12,1,4.01,"Communication, Problem Solving, Team Work"
2017-07-19,Mahindra & Mahindra,Business Analyst,12+ years,Bangalore,1383268,71,1,0.64,"Excel, SQL, Power BI, Business Intelligence"
2017-07-19,Larsen & Toubro,Digital Marketing Specialist,3-5 years,Delhi,703181,39,0,10.21,"Communication, Problem Solving, Team Work"
2017-07-19,Amazon India,Business Analyst,5-8 years,Bangalore,480383,26,1,1.82,"Excel, SQL, Power BI, Business Intelligence"
2017-07-19,Maruti Suzuki,Machine Learning Engineer,8-12 years,Ahmedabad,1275406,45,0,2.16,"Communication, Problem Solving, Team Work"
2017-07-20,Jio Platforms,Data Analyst,0-1 years,Pune,541717,27,0,-4.62,"SQL, Excel, Power BI, Python"
2017-07-20,Bharat Petroleum,Frontend Developer,0-1 years,Gurugram,1495185,96,0,4.44,"HTML, CSS, JavaScript, UI/UX"
2017-07-20,Amazon India,Digital Marketing Specialist,0-1 years,Ahmedabad,512133,26,1,11.16,"Communication, Problem Solving, Team Work"
2017-07-20,Infosys,Business Analyst,8-12 years,Bangalore,751242,77,1,8.0,"Excel, SQL, Power BI, Business Intelligence"
2017-07-20,Aditya Birla Group,UI/UX Designer,8-12 years,Delhi,1144360,49,1,4.97,"Communication, Problem Solving, Team Work"
2017-07-20,Amazon India,Machine Learning Engineer,3-5 years,Chennai,2083662,38,0,5.38,"Communication, Problem Solving, Team Work"
2017-07-20,Swiggy,Business Analyst,0-1 years,Pune,1000641,10,0,-4.51,"Excel, SQL, Power BI, Business Intelligence"
2017-07-20,Flipkart,Frontend Developer,1-3 years,Bangalore,408074,47,1,0.04,"HTML, CSS, JavaScript, UI/UX"
2017-07-20,HCL Technologies,Product Manager,3-5 years,Kolkata,1204598,25,0,6.16,"Communication, Problem Solving, Team Work"
2017-07-20,Reliance Industries,HR Manager,0-1 years,Bangalore,569433,93,1,9.32,"Communication, Problem Solving, Team Work"
2017-07-20,Capgemini India,Digital Marketing Specialist,1-3 years,Chennai,500632,26,1,-0.88,"Communication, Problem Solving, Team Work"
2017-07-21,Larsen & Toubro,Software Engineer,0-1 years,Ahmedabad,654758,31,1,7.65,"Java, Python, Data Structures, OOPs"
2017-07-21,PhonePe,Machine Learning Engineer,12+ years,Noida,1458957,51,1,-3.46,"Communication, Problem Solving, Team Work"
2017-07-21,Axis Bank,Software Engineer,12+ years,Kolkata,949110,28,1,1.15,"Java, Python, Data Structures, OOPs"
2017-07-21,Jio Platforms,Frontend Developer,0-1 years,Chennai,530747,15,1,-0.09,"HTML, CSS, JavaScript, UI/UX"
2017-07-21,Tech Mahindra,UI/UX Designer,8-12 years,Mumbai,1099695,40,0,1.28,"Communication, Problem Solving, Team Work"
2017-07-21,Adani Enterprises,HR Manager,5-8 years,Delhi,758847,68,0,3.71,"Communication, Problem Solving, Team Work"
2017-07-21,Swiggy,Data Analyst,5-8 years,Mumbai,822065,70,1,8.96,"SQL, Excel, Power BI, Python"
2017-07-22,Larsen & Toubro,Backend Developer,3-5 years,Ahmedabad,630138,59,1,9.37,"Python, Java, SQL, APIs"
2017-07-22,Axis Bank,Data Scientist,3-5 years,Noida,2056881,46,1,9.29,"Python, Machine Learning, Pandas, NumPy"
2017-07-22,Reliance Industries,Machine Learning Engineer,3-5 years,Noida,1186530,64,1,10.29,"Communication, Problem Solving, Team Work"
2017-07-22,Adani Enterprises,DevOps Engineer,5-8 years,Kolkata,1589155,78,0,3.39,"Linux, Docker, Kubernetes, AWS"
2017-07-22,Reliance Industries,Digital Marketing Specialist,3-5 years,Hyderabad,606935,43,0,0.02,"Communication, Problem Solving, Team Work"
2017-07-22,Flipkart,Product Manager,0-1 years,Mumbai,1338146,73,0,-3.63,"Communication, Problem Solving, Team Work"
2017-07-22,Reliance Industries,Business Analyst,8-12 years,Delhi,1193261,29,0,-2.45,"Excel, SQL, Power BI, Business Intelligence"
2017-07-22,IBM India,Data Scientist,1-3 years,Delhi,892538,31,1,-1.22,"Python, Machine Learning, Pandas, NumPy"
2017-07-23,Larsen & Toubro,Cloud Architect,5-8 years,Hyderabad,1685392,41,1,1.97,"Communication, Problem Solving, Team Work"
2017-07-23,IBM India,Business Analyst,1-3 years,Pune,1209554,47,1,6.46,"Excel, SQL, Power BI, Business Intelligence"
2017-07-23,Tata Motors,Software Engineer,1-3 years,Hyderabad,778027,59,0,5.55,"Java, Python, Data Structures, OOPs"
2017-07-23,Swiggy,DevOps Engineer,1-3 years,Pune,778419,45,1,11.16,"Linux, Docker, Kubernetes, AWS"
2017-07-23,Adani Enterprises,Data Scientist,0-1 years,Delhi,2302076,44,1,11.22,"Python, Machine Learning, Pandas, NumPy"
2017-07-23,Maruti Suzuki,Machine Learning Engineer,8-12 years,Bangalore,2002394,48,0,8.08,"Communication, Problem Solving, Team Work"
2017-07-23,Capgemini India,Machine Learning Engineer,3-5 years,Delhi,2024562,25,0,-4.34,"Communication, Problem Solving, Team Work"
2017-07-23,Paytm,Backend Developer,3-5 years,Kolkata,1054321,90,1,-2.53,"Python, Java, SQL, APIs"
2017-07-23,Accenture India,Operations Manager,3-5 years,Delhi,518415,97,0,10.54,"Communication, Problem Solving, Team Work"
2017-07-23,Infosys,Cybersecurity Analyst,12+ years,Ahmedabad,1837823,58,0,3.88,"Communication, Problem Solving, Team Work"
2017-07-24,Tata Motors,Cloud Architect,8-12 years,Hyderabad,1380173,87,0,0.56,"Communication, Problem Solving, Team Work"
2017-07-24,Adani Enterprises,Frontend Developer,12+ years,Mumbai,457656,19,0,-1.41,"HTML, CSS, JavaScript, UI/UX"
2017-07-24,Adani Enterprises,Business Analyst,3-5 years,Pune,1071447,20,0,7.88,"Excel, SQL, Power BI, Business Intelligence"
2017-07-24,Deloitte India,Data Scientist,0-1 years,Kolkata,1484600,31,0,-1.36,"Python, Machine Learning, Pandas, NumPy"
2017-07-24,Swiggy,Machine Learning Engineer,1-3 years,Hyderabad,1591111,49,1,7.13,"Communication, Problem Solving, Team Work"
2017-07-24,Deloitte India,Software Engineer,5-8 years,Chennai,955056,28,0,10.82,"Java, Python, Data Structures, OOPs"
2017-07-24,IBM India,Software Engineer,8-12 years,Noida,923645,50,1,4.72,"Java, Python, Data Structures, OOPs"
2017-07-24,Hindustan Unilever,HR Manager,8-12 years,Hyderabad,1422423,70,1,1.93,"Communication, Problem Solving, Team Work"
2017-07-25,ICICI Bank,Business Analyst,1-3 years,Ahmedabad,778719,32,1,-4.34,"Excel, SQL, Power BI, Business Intelligence"
2017-07-25,Paytm,Digital Marketing Specialist,1-3 years,Pune,1011779,96,0,0.22,"Communication, Problem Solving, Team Work"
2017-07-25,Zomato,Product Manager,8-12 years,Bangalore,1838104,52,0,2.2,"Communication, Problem Solving, Team Work"
2017-07-25,Bharat Petroleum,UI/UX Designer,3-5 years,Bangalore,1051722,23,0,-0.5,"Communication, Problem Solving, Team Work"
2017-07-25,HCL Technologies,Business Analyst,5-8 years,Gurugram,960895,25,1,2.91,"Excel, SQL, Power BI, Business Intelligence"
2017-07-25,Larsen & Toubro,Cloud Architect,1-3 years,Delhi,1947590,47,0,8.22,"Communication, Problem Solving, Team Work"
2017-07-25,HCL Technologies,Backend Developer,5-8 years,Delhi,820684,67,1,-3.83,"Python, Java, SQL, APIs"
2017-07-25,Larsen & Toubro,Backend Developer,8-12 years,Pune,1065955,65,1,11.5,"Python, Java, SQL, APIs"
2017-07-25,ICICI Bank,Digital Marketing Specialist,1-3 years,Noida,1014487,19,0,5.71,"Communication, Problem Solving, Team Work"
2017-07-25,Adani Enterprises,Backend Developer,5-8 years,Ahmedabad,461524,43,0,-2.47,"Python, Java, SQL, APIs"
2017-07-25,Axis Bank,Cloud Architect,1-3 years,Gurugram,3021929,70,0,-2.49,"Communication, Problem Solving, Team Work"
2017-07-25,Maruti Suzuki,HR Manager,8-12 years,Noida,956524,46,1,-2.44,"Communication, Problem Solving, Team Work"
